"TimeStamp","Date","Participant","Gender","Condition","Block","Time.ms.","GridTilePosition","Radius","IconCenterX","IconCenterY","TouchX","TouchY","InsideCircle"
1512520468945,"6 Dec. 2017 11:34:28 am","P01","M","Silent","B01",578,13,270,540,1540,516.005859,1562.0625,"True"
1512520469533,"6 Dec. 2017 11:34:29 am","P01","M","Silent","B01",587,0,270,270,308,282.65625,328.3125,"True"
1512520470134,"6 Dec. 2017 11:34:30 am","P01","M","Silent","B01",600,6,270,270,924,282.65625,978.46875,"True"
1512520470673,"6 Dec. 2017 11:34:30 am","P01","M","Silent","B01",539,2,270,810,308,864.84375,291.75,"True"
1512520471168,"6 Dec. 2017 11:34:31 am","P01","M","Silent","B01",493,5,270,810,616,833.203125,656.4375,"True"
1512520471675,"6 Dec. 2017 11:34:31 am","P01","M","Silent","B01",505,7,270,540,924,523.652344,976.59375,"True"
1512520472166,"6 Dec. 2017 11:34:32 am","P01","M","Silent","B01",491,4,270,540,616,544.21875,624.09375,"True"
1512520472658,"6 Dec. 2017 11:34:32 am","P01","M","Silent","B01",491,6,270,270,924,325.898437,968.15625,"True"
1512520473187,"6 Dec. 2017 11:34:33 am","P01","M","Silent","B01",528,12,270,270,1540,265.253906,1523.625,"True"
1512520473699,"6 Dec. 2017 11:34:33 am","P01","M","Silent","B01",511,9,270,270,1232,264.990234,1234.40625,"True"
1512520474320,"6 Dec. 2017 11:34:34 am","P01","M","Silent","B01",619,11,270,810,1232,813.955078,1254.5625,"True"
1512520474919,"6 Dec. 2017 11:34:34 am","P01","M","Silent","B01",599,0,270,270,308,267.099609,355.03125,"True"
1512520475537,"6 Dec. 2017 11:34:35 am","P01","M","Silent","B01",617,8,270,810,924,829.797485,990.174438,"True"
1512520476096,"6 Dec. 2017 11:34:36 am","P01","M","Silent","B01",558,1,270,540,308,548.4375,340.03125,"True"
1512520476638,"6 Dec. 2017 11:34:36 am","P01","M","Silent","B01",541,13,270,540,1540,538.945312,1558.3125,"True"
1512520477127,"6 Dec. 2017 11:34:37 am","P01","M","Silent","B01",488,6,270,270,924,268.051331,990.513428,"True"
1512520477751,"6 Dec. 2017 11:34:37 am","P01","M","Silent","B01",623,6,270,270,924,290.302734,959.71875,"True"
1512520478437,"6 Dec. 2017 11:34:38 am","P01","M","Silent","B01",685,10,270,540,1232,581.923828,1301.4375,"True"
1512520478918,"6 Dec. 2017 11:34:38 am","P01","M","Silent","B01",480,13,270,540,1540,522.861328,1598.15625,"True"
1512520479375,"6 Dec. 2017 11:34:39 am","P01","M","Silent","B01",456,13,270,540,1540,586.142578,1521.896484,"True"
1512520479810,"6 Dec. 2017 11:34:39 am","P01","M","Silent","B01",434,13,270,540,1540,544.21875,1590.652832,"True"
1512520480489,"6 Dec. 2017 11:34:40 am","P01","M","Silent","B01",678,2,270,810,308,788.115234,370.96875,"True"
1512520481061,"6 Dec. 2017 11:34:41 am","P01","M","Silent","B01",571,6,270,270,924,284.106445,919.171875,"True"
1512520481668,"6 Dec. 2017 11:34:41 am","P01","M","Silent","B01",605,4,270,540,616,581.923828,622.21875,"True"
1512520482244,"6 Dec. 2017 11:34:42 am","P01","M","Silent","B01",576,2,270,810,308,862.998047,312.84375,"True"
1512520482798,"6 Dec. 2017 11:34:42 am","P01","M","Silent","B01",552,4,270,540,616,562.412109,653.15625,"True"
1512520483428,"6 Dec. 2017 11:34:43 am","P01","M","Silent","B01",630,13,270,540,1540,542.109375,1509.09375,"True"
1512520484021,"6 Dec. 2017 11:34:44 am","P01","M","Silent","B01",592,1,270,540,308,516.005859,338.625,"True"
1512520484609,"6 Dec. 2017 11:34:44 am","P01","M","Silent","B01",586,3,270,270,616,265.253906,623.625,"True"
1512520485117,"6 Dec. 2017 11:34:45 am","P01","M","Silent","B01",508,6,270,270,924,303.75,928.78125,"True"
1512520485628,"6 Dec. 2017 11:34:45 am","P01","M","Silent","B01",509,10,270,540,1232,562.412109,1271.4375,"True"
1512520486103,"6 Dec. 2017 11:34:46 am","P01","M","Silent","B01",475,7,270,540,924,628.59375,947.53125,"True"
1512520486578,"6 Dec. 2017 11:34:46 am","P01","M","Silent","B01",474,4,270,540,616,596.890015,623.568909,"True"
1512520487060,"6 Dec. 2017 11:34:47 am","P01","M","Silent","B01",481,3,270,270,616,350.947266,621.28125,"True"
1512520487599,"6 Dec. 2017 11:34:47 am","P01","M","Silent","B01",538,12,270,270,1540,220.8302,1543.78125,"True"
1512520488500,"6 Dec. 2017 11:34:48 am","P01","M","Silent","B01",900,4,270,540,616,532.089844,598.78125,"True"
1512520489001,"6 Dec. 2017 11:34:49 am","P01","M","Silent","B01",500,10,270,540,1232,563.994141,1278,"True"
1512520489513,"6 Dec. 2017 11:34:49 am","P01","M","Silent","B01",511,4,270,540,616,534.726562,619.171875,"True"
1512520490071,"6 Dec. 2017 11:34:50 am","P01","M","Silent","B01",556,5,270,810,616,808.417969,615.1875,"True"
1512520490544,"6 Dec. 2017 11:34:50 am","P01","M","Silent","B01",472,4,270,540,616,561.884766,608.15625,"True"
1512520491011,"6 Dec. 2017 11:34:51 am","P01","M","Silent","B01",467,5,270,810,616,836.630859,640.03125,"True"
1512520491568,"6 Dec. 2017 11:34:51 am","P01","M","Silent","B01",556,3,270,270,616,281.074219,633.46875,"True"
1512520492199,"6 Dec. 2017 11:34:52 am","P01","M","Silent","B01",630,13,270,540,1540,556.083984,1540.96875,"True"
1512520492751,"6 Dec. 2017 11:34:52 am","P01","M","Silent","B01",551,3,270,270,616,281.074219,633,"True"
1512520493285,"6 Dec. 2017 11:34:53 am","P01","M","Silent","B01",533,5,270,810,616,838.476562,604.171875,"True"
1512520493746,"6 Dec. 2017 11:34:53 am","P01","M","Silent","B01",460,7,270,540,924,548.4375,984.09375,"True"
1512520494240,"6 Dec. 2017 11:34:54 am","P01","M","Silent","B01",493,10,270,540,1232,537.626953,1261.59375,"True"
1512520494803,"6 Dec. 2017 11:34:54 am","P01","M","Silent","B01",562,0,270,270,308,295.839844,344.71875,"True"
1512520495304,"6 Dec. 2017 11:34:55 am","P01","M","Silent","B01",500,8,270,810,924,830.830078,921.28125,"True"
1512520495853,"6 Dec. 2017 11:34:55 am","P01","M","Silent","B01",548,10,270,540,1232,573.75,1264.40625,"True"
1512520496400,"6 Dec. 2017 11:34:56 am","P01","M","Silent","B01",547,14,270,810,1540,826.875,1520.34375,"True"
1512522029236,"6 Dec. 2017 12:00:29 pm","P01","M","Speech-English","B01",1446,12,135,135,1078,149.501953,1113.9375,"True"
1512522029787,"6 Dec. 2017 12:00:29 pm","P01","M","Speech-English","B01",549,16,135,135,1386,143.173828,1395.1875,"True"
1512522030323,"6 Dec. 2017 12:00:30 pm","P01","M","Speech-English","B01",536,12,135,135,1078,151.611328,1090.96875,"True"
1512522030960,"6 Dec. 2017 12:00:30 pm","P01","M","Speech-English","B01",636,2,135,675,154,695.830078,185.34375,"True"
1512522031522,"6 Dec. 2017 12:00:31 pm","P01","M","Speech-English","B01",561,10,135,675,770,672.626953,816.28125,"True"
1512522032096,"6 Dec. 2017 12:00:32 pm","P01","M","Speech-English","B01",573,13,135,405,1078,456.152344,1089.5625,"True"
1512522032624,"6 Dec. 2017 12:00:32 pm","P01","M","Speech-English","B01",527,10,135,675,770,693.193359,814.40625,"True"
1512522033380,"6 Dec. 2017 12:00:33 pm","P01","M","Speech-English","B01",755,0,135,135,154,170.595703,180.1875,"True"
1512522034049,"6 Dec. 2017 12:00:34 pm","P01","M","Speech-English","B01",669,6,135,675,462,694.511719,490.96875,"True"
1512522034707,"6 Dec. 2017 12:00:34 pm","P01","M","Speech-English","B01",657,21,135,405,1694,433.740234,1699.875,"True"
1512522035290,"6 Dec. 2017 12:00:35 pm","P01","M","Speech-English","B01",582,20,135,135,1694,148.183594,1686.75,"True"
1512522036039,"6 Dec. 2017 12:00:36 pm","P01","M","Speech-English","B01",748,1,135,405,154,430.495361,135.326813,"True"
1512522036640,"6 Dec. 2017 12:00:36 pm","P01","M","Speech-English","B01",599,3,135,945,154,968.730469,175.5,"True"
1512522037194,"6 Dec. 2017 12:00:37 pm","P01","M","Speech-English","B01",553,10,135,675,770,699.8797,800.728455,"True"
1512522037716,"6 Dec. 2017 12:00:37 pm","P01","M","Speech-English","B01",521,6,135,675,462,683.964844,471.28125,"True"
1512522038269,"6 Dec. 2017 12:00:38 pm","P01","M","Speech-English","B01",552,3,135,945,154,966.09375,125.8125,"True"
1512522038875,"6 Dec. 2017 12:00:38 pm","P01","M","Speech-English","B01",605,14,135,675,1078,707.431641,1030.5,"True"
1512522039392,"6 Dec. 2017 12:00:39 pm","P01","M","Speech-English","B01",515,7,135,945,462,932.871094,444.5625,"True"
1512522039962,"6 Dec. 2017 12:00:39 pm","P01","M","Speech-English","B01",570,7,135,945,462,938.671875,497.0625,"True"
1512522040680,"6 Dec. 2017 12:00:40 pm","P01","M","Speech-English","B01",717,20,135,135,1694,200.390625,1654.875,"True"
1512522041249,"6 Dec. 2017 12:00:41 pm","P01","M","Speech-English","B01",568,16,135,135,1386,134.200073,1382.030762,"True"
1512522041767,"6 Dec. 2017 12:00:41 pm","P01","M","Speech-English","B01",517,13,135,405,1078,401.913391,1099.875,"True"
1512522042396,"6 Dec. 2017 12:00:42 pm","P01","M","Speech-English","B01",627,3,135,945,154,931.025391,191.4375,"True"
1512522043074,"6 Dec. 2017 12:00:43 pm","P01","M","Speech-English","B01",677,16,135,135,1386,206.71875,1408.78125,"True"
1512522043603,"6 Dec. 2017 12:00:43 pm","P01","M","Speech-English","B01",529,14,135,675,1078,716.132812,1063.3125,"True"
1512522044253,"6 Dec. 2017 12:00:44 pm","P01","M","Speech-English","B01",649,2,135,675,154,666.298828,206.90625,"True"
1512522044866,"6 Dec. 2017 12:00:44 pm","P01","M","Speech-English","B01",612,22,135,675,1694,674.963196,1643.290649,"True"
1512522045405,"6 Dec. 2017 12:00:45 pm","P01","M","Speech-English","B01",538,16,135,135,1386,193.535156,1404.09375,"True"
1512522045944,"6 Dec. 2017 12:00:45 pm","P01","M","Speech-English","B01",538,17,135,405,1386,387.861328,1390.96875,"True"
1512522046609,"6 Dec. 2017 12:00:46 pm","P01","M","Speech-English","B01",664,0,135,135,154,199.220459,167.428635,"True"
1512522047157,"6 Dec. 2017 12:00:47 pm","P01","M","Speech-English","B01",547,8,135,135,770,155.830078,770.8125,"True"
1512522047673,"6 Dec. 2017 12:00:47 pm","P01","M","Speech-English","B01",515,5,135,405,462,441.386719,462.84375,"True"
1512522048241,"6 Dec. 2017 12:00:48 pm","P01","M","Speech-English","B01",566,20,135,135,1694,183.779297,1671.28125,"True"
1512522048882,"6 Dec. 2017 12:00:48 pm","P01","M","Speech-English","B01",640,0,135,135,154,151.611328,192.84375,"True"
1512522049432,"6 Dec. 2017 12:00:49 pm","P01","M","Speech-English","B01",549,10,135,675,770,673.681641,797.53125,"True"
1512522049971,"6 Dec. 2017 12:00:49 pm","P01","M","Speech-English","B01",537,8,135,135,770,167.695312,808.78125,"True"
1512522050520,"6 Dec. 2017 12:00:50 pm","P01","M","Speech-English","B01",548,20,135,135,1694,146.601562,1644.09375,"True"
1512522051102,"6 Dec. 2017 12:00:51 pm","P01","M","Speech-English","B01",580,14,135,675,1078,664.716797,1076.4375,"True"
1512522051590,"6 Dec. 2017 12:00:51 pm","P01","M","Speech-English","B01",487,14,135,675,1078,702.556091,1041.051147,"True"
1512522052032,"6 Dec. 2017 12:00:52 pm","P01","M","Speech-English","B01",441,10,135,675,770,654.697266,729.09375,"True"
1512522052587,"6 Dec. 2017 12:00:52 pm","P01","M","Speech-English","B01",554,18,135,675,1386,660.234375,1386.75,"True"
1512522053083,"6 Dec. 2017 12:00:53 pm","P01","M","Speech-English","B01",494,13,135,405,1078,400.253906,1072.6875,"True"
1512522053623,"6 Dec. 2017 12:00:53 pm","P01","M","Speech-English","B01",540,6,135,675,462,707.431641,513.9375,"True"
1512522054115,"6 Dec. 2017 12:00:54 pm","P01","M","Speech-English","B01",492,13,135,405,1078,425.55249,1067.518921,"True"
1512522054614,"6 Dec. 2017 12:00:54 pm","P01","M","Speech-English","B01",496,17,135,405,1386,400.78125,1490.578125,"True"
1512522055225,"6 Dec. 2017 12:00:55 pm","P01","M","Speech-English","B01",610,23,135,945,1694,891.210937,1657.21875,"True"
1512522055806,"6 Dec. 2017 12:00:55 pm","P01","M","Speech-English","B01",578,9,135,405,770,438.222656,841.59375,"True"
1512522056281,"6 Dec. 2017 12:00:56 pm","P01","M","Speech-English","B01",475,18,135,675,1386,688.974609,1385.34375,"True"
1512522056820,"6 Dec. 2017 12:00:56 pm","P01","M","Speech-English","B01",537,21,135,405,1694,412.310608,1698.128418,"True"
1512522057401,"6 Dec. 2017 12:00:57 pm","P01","M","Speech-English","B01",580,15,135,945,1078,907.822266,1059.5625,"True"
1512522057940,"6 Dec. 2017 12:00:57 pm","P01","M","Speech-English","B01",538,6,135,675,462,653.90625,494.25,"True"
1512522058428,"6 Dec. 2017 12:00:58 pm","P01","M","Speech-English","B01",487,9,135,405,770,470.654297,812.53125,"True"
1512522059054,"6 Dec. 2017 12:00:59 pm","P01","M","Speech-English","B01",626,1,135,405,154,399.462891,158.15625,"True"
1512522059628,"6 Dec. 2017 12:00:59 pm","P01","M","Speech-English","B01",574,19,135,945,1386,904.130173,1429.797119,"True"
1512522060184,"6 Dec. 2017 12:01:00 pm","P01","M","Speech-English","B01",555,13,135,405,1078,407.636719,1100.8125,"True"
1512522060775,"6 Dec. 2017 12:01:00 pm","P01","M","Speech-English","B01",590,6,135,675,462,685.019531,468,"True"
1512522061291,"6 Dec. 2017 12:01:01 pm","P01","M","Speech-English","B01",515,6,135,675,462,682.910156,522.375,"True"
1512522061798,"6 Dec. 2017 12:01:01 pm","P01","M","Speech-English","B01",506,7,135,945,462,940.78125,427.21875,"True"
1512522062437,"6 Dec. 2017 12:01:02 pm","P01","M","Speech-English","B01",638,7,135,945,462,1004.853516,505.03125,"True"
1512522062978,"6 Dec. 2017 12:01:02 pm","P01","M","Speech-English","B01",540,9,135,405,770,473.818359,777.84375,"True"
1512522063530,"6 Dec. 2017 12:01:03 pm","P01","M","Speech-English","B01",551,11,135,945,770,948.955078,787.165283,"True"
1512522064155,"6 Dec. 2017 12:01:04 pm","P01","M","Speech-English","B01",624,16,135,135,1386,176.660156,1401.75,"True"
1512522064710,"6 Dec. 2017 12:01:04 pm","P01","M","Speech-English","B01",554,19,135,945,1386,920.742187,1369.40625,"True"
1512522065249,"6 Dec. 2017 12:01:05 pm","P01","M","Speech-English","B01",537,11,135,945,770,965.830078,737.0625,"True"
1512522065728,"6 Dec. 2017 12:01:05 pm","P01","M","Speech-English","B01",479,14,135,675,1078,697.939453,1114.171875,"True"
1512522066236,"6 Dec. 2017 12:01:06 pm","P01","M","Speech-English","B01",506,7,135,945,462,966.884766,461.4375,"True"
1512522066893,"6 Dec. 2017 12:01:06 pm","P01","M","Speech-English","B01",657,20,135,135,1694,193.798828,1703.15625,"True"
1512522067534,"6 Dec. 2017 12:01:07 pm","P01","M","Speech-English","B01",640,1,135,405,154,397.353516,169.843246,"True"
1512522068183,"6 Dec. 2017 12:01:08 pm","P01","M","Speech-English","B01",647,23,135,945,1694,939.990234,1717.21875,"True"
1512522068741,"6 Dec. 2017 12:01:08 pm","P01","M","Speech-English","B01",557,15,135,945,1078,988.54554,1045.99231,"True"
1512522069210,"6 Dec. 2017 12:01:09 pm","P01","M","Speech-English","B01",467,15,135,945,1078,944.472656,1046.671875,"True"
1512522069816,"6 Dec. 2017 12:01:09 pm","P01","M","Speech-English","B01",605,23,135,945,1694,948.955078,1672.21875,"True"
1512522070443,"6 Dec. 2017 12:01:10 pm","P01","M","Speech-English","B01",625,16,135,135,1386,145.283203,1410.65625,"True"
1512522070940,"6 Dec. 2017 12:01:10 pm","P01","M","Speech-English","B01",497,18,135,675,1386,726.02771,1390.525635,"True"
1512522071471,"6 Dec. 2017 12:01:11 pm","P01","M","Speech-English","B01",529,11,135,945,770,920.214844,751.125,"True"
1512522071967,"6 Dec. 2017 12:01:11 pm","P01","M","Speech-English","B01",495,15,135,945,1078,965.830078,1015.03125,"True"
1512522072396,"6 Dec. 2017 12:01:12 pm","P01","M","Speech-English","B01",428,19,135,945,1386,934.980469,1398.9375,"True"
1512522072924,"6 Dec. 2017 12:01:12 pm","P01","M","Speech-English","B01",527,14,135,675,1078,680.668945,1081.359375,"True"
1512522073495,"6 Dec. 2017 12:01:13 pm","P01","M","Speech-English","B01",569,23,135,945,1694,934.189453,1705.96875,"True"
1512522074129,"6 Dec. 2017 12:01:14 pm","P01","M","Speech-English","B01",633,1,135,405,154,425.566406,179.71875,"True"
1512522074695,"6 Dec. 2017 12:01:14 pm","P01","M","Speech-English","B01",565,10,135,675,770,725.625,778.639771,"True"
1512522075234,"6 Dec. 2017 12:01:15 pm","P01","M","Speech-English","B01",539,16,135,135,1386,191.162109,1332.375,"True"
1512522075840,"6 Dec. 2017 12:01:15 pm","P01","M","Speech-English","B01",605,2,135,675,154,670.78125,168.9375,"True"
1512522076392,"6 Dec. 2017 12:01:16 pm","P01","M","Speech-English","B01",551,22,135,675,1694,719.033203,1638,"True"
1512522076868,"6 Dec. 2017 12:01:16 pm","P01","M","Speech-English","B01",475,10,135,675,770,697.148437,776.4375,"True"
1512522077375,"6 Dec. 2017 12:01:17 pm","P01","M","Speech-English","B01",506,17,135,405,1386,482.783203,1378.3125,"True"
1512522077931,"6 Dec. 2017 12:01:17 pm","P01","M","Speech-English","B01",555,20,135,135,1694,175.341797,1682.53125,"True"
1512522078411,"6 Dec. 2017 12:01:18 pm","P01","M","Speech-English","B01",479,18,135,675,1386,677.229828,1379.464111,"True"
1512522078959,"6 Dec. 2017 12:01:18 pm","P01","M","Speech-English","B01",547,20,135,135,1694,151.258179,1702.6875,"True"
1512522079584,"6 Dec. 2017 12:01:19 pm","P01","M","Speech-English","B01",624,4,135,135,462,168.75,472.21875,"True"
1512522080167,"6 Dec. 2017 12:01:20 pm","P01","M","Speech-English","B01",582,0,270,270,308,262.469543,287.53125,"True"
1512522080605,"6 Dec. 2017 12:01:20 pm","P01","M","Speech-English","B01",437,3,270,270,616,264.462891,680.8125,"True"
1512522081155,"6 Dec. 2017 12:01:21 pm","P01","M","Speech-English","B01",548,12,270,270,1540,277.250977,1543.3125,"True"
1512522081723,"6 Dec. 2017 12:01:21 pm","P01","M","Speech-English","B01",567,14,270,810,1540,814.482605,1508.625,"True"
1512522082281,"6 Dec. 2017 12:01:22 pm","P01","M","Speech-English","B01",557,12,270,270,1540,281.865234,1518.9375,"True"
1512522082870,"6 Dec. 2017 12:01:22 pm","P01","M","Speech-English","B01",588,2,270,810,308,805.253906,238.78125,"True"
1512522083409,"6 Dec. 2017 12:01:23 pm","P01","M","Speech-English","B01",538,12,270,270,1540,319.570312,1490.34375,"True"
1512522084055,"6 Dec. 2017 12:01:24 pm","P01","M","Speech-English","B01",645,14,270,810,1540,852.978516,1497.375,"True"
1512522084603,"6 Dec. 2017 12:01:24 pm","P01","M","Speech-English","B01",547,3,270,270,616,294.521484,663.9375,"True"
1512522085026,"6 Dec. 2017 12:01:25 pm","P01","M","Speech-English","B01",422,11,270,810,1232,776.25,1250.34375,"True"
1512522085573,"6 Dec. 2017 12:01:25 pm","P01","M","Speech-English","B01",546,3,270,270,616,242.314453,608.15625,"True"
1512522086089,"6 Dec. 2017 12:01:26 pm","P01","M","Speech-English","B01",515,2,270,810,308,756.474609,346.59375,"True"
1512522086566,"6 Dec. 2017 12:01:26 pm","P01","M","Speech-English","B01",476,7,270,540,924,553.137939,945.575012,"True"
1512522086993,"6 Dec. 2017 12:01:26 pm","P01","M","Speech-English","B01",425,5,270,810,616,831.884766,569.25,"True"
1512522087507,"6 Dec. 2017 12:01:27 pm","P01","M","Speech-English","B01",514,4,270,540,616,597.744141,638.625,"True"
1512522088053,"6 Dec. 2017 12:01:28 pm","P01","M","Speech-English","B01",545,0,270,270,308,265.78125,341.90625,"True"
1512522088532,"6 Dec. 2017 12:01:28 pm","P01","M","Speech-English","B01",478,1,270,540,308,576.386719,382.21875,"True"
1512522089131,"6 Dec. 2017 12:01:29 pm","P01","M","Speech-English","B01",599,13,270,540,1540,572.167969,1556.4375,"True"
1512522089630,"6 Dec. 2017 12:01:29 pm","P01","M","Speech-English","B01",496,13,270,540,1540,575.595703,1477.21875,"True"
1512522090171,"6 Dec. 2017 12:01:30 pm","P01","M","Speech-English","B01",541,4,270,540,616,508.095703,631.59375,"True"
1512522090754,"6 Dec. 2017 12:01:30 pm","P01","M","Speech-English","B01",582,14,270,810,1540,799.453125,1538.442993,"True"
1512522091231,"6 Dec. 2017 12:01:31 pm","P01","M","Speech-English","B01",475,4,270,540,616,532.617187,597.84375,"True"
1512522091687,"6 Dec. 2017 12:01:31 pm","P01","M","Speech-English","B01",456,11,270,810,1232,743.291016,1188.9375,"True"
1512522092113,"6 Dec. 2017 12:01:32 pm","P01","M","Speech-English","B01",425,7,270,540,924,564.785156,900.65625,"True"
1512522092653,"6 Dec. 2017 12:01:32 pm","P01","M","Speech-English","B01",539,1,270,540,308,523.125,359.25,"True"
1512522093193,"6 Dec. 2017 12:01:33 pm","P01","M","Speech-English","B01",539,11,270,810,1232,845.595703,1268.15625,"True"
1512522093638,"6 Dec. 2017 12:01:33 pm","P01","M","Speech-English","B01",444,10,270,540,1232,575.859375,1207.6875,"True"
1512522094071,"6 Dec. 2017 12:01:34 pm","P01","M","Speech-English","B01",431,11,270,810,1232,810.483734,1201.02478,"True"
1512522094535,"6 Dec. 2017 12:01:34 pm","P01","M","Speech-English","B01",463,7,270,540,924,582.714844,961.125,"True"
1512522094995,"6 Dec. 2017 12:01:34 pm","P01","M","Speech-English","B01",459,3,270,270,616,335.917969,676.59375,"True"
1512522095476,"6 Dec. 2017 12:01:35 pm","P01","M","Speech-English","B01",480,0,270,270,308,319.306641,328.78125,"True"
1512522095945,"6 Dec. 2017 12:01:35 pm","P01","M","Speech-English","B01",468,1,270,540,308,562.615967,325.116577,"True"
1512522096403,"6 Dec. 2017 12:01:36 pm","P01","M","Speech-English","B01",457,2,270,810,308,816.064453,334.40625,"True"
1512522096961,"6 Dec. 2017 12:01:36 pm","P01","M","Speech-English","B01",556,14,270,810,1540,829.248047,1498.78125,"True"
1512522097472,"6 Dec. 2017 12:01:37 pm","P01","M","Speech-English","B01",510,3,270,270,616,249.633667,623.423035,"True"
1512522097960,"6 Dec. 2017 12:01:37 pm","P01","M","Speech-English","B01",488,0,270,270,308,234.140625,343.78125,"True"
1512522098504,"6 Dec. 2017 12:01:38 pm","P01","M","Speech-English","B01",543,9,270,270,1232,309.287109,1259.25,"True"
1512522099005,"6 Dec. 2017 12:01:39 pm","P01","M","Speech-English","B01",500,1,270,540,308,606.445312,344.25,"True"
1512522099487,"6 Dec. 2017 12:01:39 pm","P01","M","Speech-English","B01",481,2,270,810,308,793.125,339.5625,"True"
1512522099971,"6 Dec. 2017 12:01:39 pm","P01","M","Speech-English","B01",483,3,270,270,616,368.481445,665.578125,"True"
1512522100468,"6 Dec. 2017 12:01:40 pm","P01","M","Speech-English","B01",496,9,270,270,1232,334.863281,1284.09375,"True"
1512522100934,"6 Dec. 2017 12:01:40 pm","P01","M","Speech-English","B01",465,4,270,540,616,598.535156,631.125,"True"
1512522101434,"6 Dec. 2017 12:01:41 pm","P01","M","Speech-English","B01",499,5,270,810,616,775.195312,661.59375,"True"
1512522102128,"6 Dec. 2017 12:01:42 pm","P01","M","Speech-English","B01",693,5,270,810,616,800.507812,639.5625,"True"
1512522102631,"6 Dec. 2017 12:01:42 pm","P01","M","Speech-English","B01",501,11,270,810,1232,811.318359,1201.59375,"True"
1512522103109,"6 Dec. 2017 12:01:43 pm","P01","M","Speech-English","B01",477,5,270,810,616,790.751953,611.90625,"True"
1512522103599,"6 Dec. 2017 12:01:43 pm","P01","M","Speech-English","B01",489,6,270,270,924,295.3125,1007.0625,"True"
1512522104072,"6 Dec. 2017 12:01:44 pm","P01","M","Speech-English","B01",473,10,270,540,1232,575.748871,1271.625366,"True"
1512522104609,"6 Dec. 2017 12:01:44 pm","P01","M","Speech-English","B01",536,2,270,810,308,799.783783,330.77536,"True"
1512522105088,"6 Dec. 2017 12:01:45 pm","P01","M","Speech-English","B01",477,5,270,810,616,834.486038,668.498962,"True"
1512522105534,"6 Dec. 2017 12:01:45 pm","P01","M","Speech-English","B01",446,7,270,540,924,589.833984,972.84375,"True"
1512522106029,"6 Dec. 2017 12:01:46 pm","P01","M","Speech-English","B01",494,11,270,810,1232,792.070312,1135.03125,"True"
1512522106544,"6 Dec. 2017 12:01:46 pm","P01","M","Speech-English","B01",514,3,270,270,616,312.978516,635.34375,"True"
1512522107026,"6 Dec. 2017 12:01:47 pm","P01","M","Speech-English","B01",480,2,270,810,308,764.648437,365.8125,"True"
1512522107506,"6 Dec. 2017 12:01:47 pm","P01","M","Speech-English","B01",479,6,270,270,924,243.632812,1038,"True"
1512522108019,"6 Dec. 2017 12:01:48 pm","P01","M","Speech-English","B01",513,13,270,540,1540,561.621094,1511.845215,"True"
1512522108506,"6 Dec. 2017 12:01:48 pm","P01","M","Speech-English","B01",485,5,270,810,616,795.498047,604.875,"True"
1512522108984,"6 Dec. 2017 12:01:48 pm","P01","M","Speech-English","B01",478,6,270,270,924,285.292969,979.875,"True"
1512522109425,"6 Dec. 2017 12:01:49 pm","P01","M","Speech-English","B01",440,10,270,540,1232,558.193359,1233.46875,"True"
1512522109946,"6 Dec. 2017 12:01:49 pm","P01","M","Speech-English","B01",519,4,270,540,616,553.140991,688.629822,"True"
1512522110436,"6 Dec. 2017 12:01:50 pm","P01","M","Speech-English","B01",490,0,270,270,308,337.5,355.03125,"True"
1512522110876,"6 Dec. 2017 12:01:50 pm","P01","M","Speech-English","B01",438,7,270,540,924,521.511475,956.766357,"True"
1512522111366,"6 Dec. 2017 12:01:51 pm","P01","M","Speech-English","B01",490,2,270,810,308,821.206055,305.578125,"True"
1512522111825,"6 Dec. 2017 12:01:51 pm","P01","M","Speech-English","B01",458,8,270,810,924,797.34375,928.78125,"True"
1512522181647,"6 Dec. 2017 12:03:01 pm","P01","M","Speech-Foreign","B01",1342,0,135,135,154,155.566406,164.25,"True"
1512522182184,"6 Dec. 2017 12:03:02 pm","P01","M","Speech-Foreign","B01",536,8,135,135,770,154.248047,786.28125,"True"
1512522182611,"6 Dec. 2017 12:03:02 pm","P01","M","Speech-Foreign","B01",426,9,135,405,770,503.876953,804.328125,"True"
1512522183117,"6 Dec. 2017 12:03:03 pm","P01","M","Speech-Foreign","B01",503,12,135,135,1078,140.800781,1115.34375,"True"
1512522183614,"6 Dec. 2017 12:03:03 pm","P01","M","Speech-Foreign","B01",497,16,135,135,1386,166.376953,1428,"True"
1512522184096,"6 Dec. 2017 12:03:04 pm","P01","M","Speech-Foreign","B01",481,13,135,405,1078,419.501953,1078.3125,"True"
1512522184684,"6 Dec. 2017 12:03:04 pm","P01","M","Speech-Foreign","B01",586,2,135,675,154,734.0625,145.96875,"True"
1512522185198,"6 Dec. 2017 12:03:05 pm","P01","M","Speech-Foreign","B01",514,5,135,405,462,406.582031,438,"True"
1512522185802,"6 Dec. 2017 12:03:05 pm","P01","M","Speech-Foreign","B01",603,19,135,945,1386,906.240234,1369.875,"True"
1512522186319,"6 Dec. 2017 12:03:06 pm","P01","M","Speech-Foreign","B01",516,17,135,405,1386,428.194946,1373.15625,"True"
1512522186895,"6 Dec. 2017 12:03:06 pm","P01","M","Speech-Foreign","B01",575,6,135,675,462,686.865234,463.78125,"True"
1512522187422,"6 Dec. 2017 12:03:07 pm","P01","M","Speech-Foreign","B01",526,11,135,945,770,906.503906,763.78125,"True"
