"TimeStamp","Date","Participant","Session","Group","Condition","Block","Time.ms.","GridTilePosition","Radius","IconCenterX","IconCenterY","TouchX","TouchY","InsideCircle","Thumb","ActiveFingerTemp"
1454499546149,"3 Feb 2016 13:39:06","P01","Thumb","M","Cold","B01",790,4,135,135,461,187.001068,478.999695,"True",17.45,17.45
1454499546944,"3 Feb 2016 13:39:06","P01","Thumb","M","Cold","B01",794,20,135,135,1691,145.784027,1693.891968,"True",17.45,17.45
1454499547470,"3 Feb 2016 13:39:07","P01","Thumb","M","Cold","B01",525,13,135,405,1076,390,1075,"True",17.35,17.35
1454499548075,"3 Feb 2016 13:39:08","P01","Thumb","M","Cold","B01",605,3,135,945,153,957,132,"True",17.4,17.4
1454499548637,"3 Feb 2016 13:39:08","P01","Thumb","M","Cold","B01",561,12,135,135,1076,196,1131,"True",17.4,17.4
1454499549296,"3 Feb 2016 13:39:09","P01","Thumb","M","Cold","B01",658,23,135,945,1691,943.458008,1653.916016,"True",17.35,17.35
1454499549714,"3 Feb 2016 13:39:09","P01","Thumb","M","Cold","B01",418,10,135,675,768,655.810425,746.324158,"True",17.35,17.35
1454499550165,"3 Feb 2016 13:39:10","P01","Thumb","M","Cold","B01",450,7,135,945,461,986.786316,493.786316,"True",17.35,17.35
1454499550695,"3 Feb 2016 13:39:10","P01","Thumb","M","Cold","B01",530,18,135,675,1383,621,1389,"True",17.35,17.35
1454499551200,"3 Feb 2016 13:39:11","P01","Thumb","M","Cold","B01",505,15,135,945,1076,937.713623,1075,"True",17.4,17.4
1454499551795,"3 Feb 2016 13:39:11","P01","Thumb","M","Cold","B01",594,3,135,945,153,909,175,"True",17.4,17.4
1454499552300,"3 Feb 2016 13:39:12","P01","Thumb","M","Cold","B01",504,9,135,405,768,355.679047,774,"True",17.55,17.55
1454499552883,"3 Feb 2016 13:39:12","P01","Thumb","M","Cold","B01",581,23,135,945,1691,947.438599,1657.315796,"True",17.55,17.55
1454499553367,"3 Feb 2016 13:39:13","P01","Thumb","M","Cold","B01",484,10,135,675,768,615,772.822693,"True",17.65,17.65
1454499554192,"3 Feb 2016 13:39:14","P01","Thumb","M","Cold","B01",824,20,135,135,1691,214,1686,"True",17.7,17.7
1454499554764,"3 Feb 2016 13:39:14","P01","Thumb","M","Cold","B01",572,7,135,945,461,941,427,"True",17.7,17.7
1454499555216,"3 Feb 2016 13:39:15","P01","Thumb","M","Cold","B01",451,6,135,675,461,650,493,"True",17.8,17.8
1454499555700,"3 Feb 2016 13:39:15","P01","Thumb","M","Cold","B01",484,9,135,405,768,474,728,"True",17.8,17.8
1454499556239,"3 Feb 2016 13:39:16","P01","Thumb","M","Cold","B01",539,18,135,675,1383,770,1389,"True",17.85,17.85
1454499556735,"3 Feb 2016 13:39:16","P01","Thumb","M","Cold","B01",495,15,135,945,1076,972,1009,"True",17.85,17.85
1454499557317,"3 Feb 2016 13:39:17","P01","Thumb","M","Cold","B01",582,2,135,675,153,632,142,"True",17.85,17.85
1454499557857,"3 Feb 2016 13:39:17","P01","Thumb","M","Cold","B01",538,19,135,945,1383,980,1354,"True",17.85,17.85
1454499558308,"3 Feb 2016 13:39:18","P01","Thumb","M","Cold","B01",451,14,135,675,1076,679,1080,"True",17.7,17.7
1454499558848,"3 Feb 2016 13:39:18","P01","Thumb","M","Cold","B01",534,15,135,945,1076,958,1099,"True",17.7,17.7
1454499559321,"3 Feb 2016 13:39:19","P01","Thumb","M","Cold","B01",472,14,135,675,1076,670,1109,"True",17.75,17.75
1454499559970,"3 Feb 2016 13:39:19","P01","Thumb","M","Cold","B01",648,4,135,135,461,211,488,"True",17.75,17.75
1454499560586,"3 Feb 2016 13:39:20","P01","Thumb","M","Cold","B01",616,12,135,135,1076,201.5,1098,"True",17.7,17.7
1454499561049,"3 Feb 2016 13:39:21","P01","Thumb","M","Cold","B01",463,7,135,945,461,978,514,"True",17.75,17.75
1454499561631,"3 Feb 2016 13:39:21","P01","Thumb","M","Cold","B01",582,19,135,945,1383,930,1406,"True",17.75,17.75
1454499562128,"3 Feb 2016 13:39:22","P01","Thumb","M","Cold","B01",496,18,135,675,1383,664,1400,"True",17.7,17.7
1454499562710,"3 Feb 2016 13:39:22","P01","Thumb","M","Cold","B01",582,21,135,405,1691,339,1651,"True",17.7,17.7
1454499563305,"3 Feb 2016 13:39:23","P01","Thumb","M","Cold","B01",594,4,135,135,461,189,472,"True",17.55,17.55
1454499563965,"3 Feb 2016 13:39:23","P01","Thumb","M","Cold","B01",659,15,135,945,1076,948,1115,"True",17.55,17.55
1454499564482,"3 Feb 2016 13:39:24","P01","Thumb","M","Cold","B01",516,17,135,405,1383,389,1369,"True",17.6,17.6
1454499565108,"3 Feb 2016 13:39:25","P01","Thumb","M","Cold","B01",626,3,135,945,153,925.618286,150,"True",17.65,17.65
1454499565614,"3 Feb 2016 13:39:25","P01","Thumb","M","Cold","B01",505,17,135,405,1383,398,1378,"True",17.65,17.65
1454499566165,"3 Feb 2016 13:39:26","P01","Thumb","M","Cold","B01",551,3,135,945,153,921,158,"True",17.5,17.5
1454499566682,"3 Feb 2016 13:39:26","P01","Thumb","M","Cold","B01",517,17,135,405,1383,418,1399,"True",17.5,17.5
1454499567243,"3 Feb 2016 13:39:27","P01","Thumb","M","Cold","B01",561,19,135,945,1383,977.314209,1340.228516,"True",17.55,17.55
1454499567948,"3 Feb 2016 13:39:27","P01","Thumb","M","Cold","B01",702,20,135,135,1691,152,1645,"True",17.55,17.55
1454499568442,"3 Feb 2016 13:39:28","P01","Thumb","M","Cold","B01",494,15,135,945,1076,939.285339,1101.573486,"True",17.55,17.55
1454499569147,"3 Feb 2016 13:39:29","P01","Thumb","M","Cold","B01",704,0,135,135,153,184,154,"True",17.5,17.5
1454499569785,"3 Feb 2016 13:39:29","P01","Thumb","M","Cold","B01",638,23,135,945,1691,952,1660,"True",17.5,17.5
1454499570292,"3 Feb 2016 13:39:30","P01","Thumb","M","Cold","B01",506,12,135,135,1076,152,1100,"True",17.55,17.55
1454499570787,"3 Feb 2016 13:39:30","P01","Thumb","M","Cold","B01",495,15,135,945,1076,955,1059,"True",17.55,17.55
1454499571259,"3 Feb 2016 13:39:31","P01","Thumb","M","Cold","B01",472,18,135,675,1383,706,1400,"True",17.45,17.45
1454499571733,"3 Feb 2016 13:39:31","P01","Thumb","M","Cold","B01",473,14,135,675,1076,718,1064,"True",17.45,17.45
1454499572349,"3 Feb 2016 13:39:32","P01","Thumb","M","Cold","B01",615,2,135,675,153,618,168,"True",17.4,17.4
1454499572833,"3 Feb 2016 13:39:32","P01","Thumb","M","Cold","B01",484,18,135,675,1383,703,1378,"True",17.4,17.4
1454499573306,"3 Feb 2016 13:39:33","P01","Thumb","M","Cold","B01",474,8,135,135,768,219,744,"True",17.4,17.4
1454499573934,"3 Feb 2016 13:39:33","P01","Thumb","M","Cold","B01",626,22,135,675,1691,682,1628,"True",17.4,17.4
1454499574386,"3 Feb 2016 13:39:34","P01","Thumb","M","Cold","B01",450,11,135,945,768,924,804,"True",17.45,17.45
1454499574870,"3 Feb 2016 13:39:34","P01","Thumb","M","Cold","B01",483,19,135,945,1383,889,1378,"True",17.45,17.45
1454499575376,"3 Feb 2016 13:39:35","P01","Thumb","M","Cold","B01",505,8,135,135,768,204,722,"True",17.4,17.4
1454499575882,"3 Feb 2016 13:39:35","P01","Thumb","M","Cold","B01",506,5,135,405,461,418,492,"True",17.4,17.4
1454499576388,"3 Feb 2016 13:39:36","P01","Thumb","M","Cold","B01",506,6,135,675,461,683,434,"True",17.35,17.35
1454499576894,"3 Feb 2016 13:39:36","P01","Thumb","M","Cold","B01",506,17,135,405,1383,455,1383,"True",17.35,17.35
1454499577313,"3 Feb 2016 13:39:37","P01","Thumb","M","Cold","B01",419,14,135,675,1076,757.689819,1034.689819,"True",17.4,17.4
1454499577896,"3 Feb 2016 13:39:37","P01","Thumb","M","Cold","B01",582,4,135,135,461,232.477402,420.304291,"True",17.4,17.4
1454499578391,"3 Feb 2016 13:39:38","P01","Thumb","M","Cold","B01",495,15,135,945,1076,925,1108,"True",17.25,17.25
1454499578963,"3 Feb 2016 13:39:38","P01","Thumb","M","Cold","B01",572,21,135,405,1691,342,1582,"True",17.25,17.25
1454499579557,"3 Feb 2016 13:39:39","P01","Thumb","M","Cold","B01",593,3,135,945,153,918,116,"True",17.15,17.15
1454499580152,"3 Feb 2016 13:39:40","P01","Thumb","M","Cold","B01",594,1,135,405,153,495,117,"True",17.15,17.15
1454499580747,"3 Feb 2016 13:39:40","P01","Thumb","M","Cold","B01",594,23,135,945,1691,937,1616,"True",17.15,17.15
1454499581187,"3 Feb 2016 13:39:41","P01","Thumb","M","Cold","B01",440,15,135,945,1076,887,1099,"True",17.15,17.15
1454499581770,"3 Feb 2016 13:39:41","P01","Thumb","M","Cold","B01",583,22,135,675,1691,755,1613,"True",17.15,17.15
1454499582342,"3 Feb 2016 13:39:42","P01","Thumb","M","Cold","B01",572,7,135,945,461,977,487,"True",17.1,17.1
1454499582793,"3 Feb 2016 13:39:42","P01","Thumb","M","Cold","B01",451,19,135,945,1383,873,1382,"True",17.1,17.1
1454499583224,"3 Feb 2016 13:39:43","P01","Thumb","M","Cold","B01",430,10,135,675,768,662,701,"True",17.1,17.1
1454499583729,"3 Feb 2016 13:39:43","P01","Thumb","M","Cold","B01",505,2,135,675,153,638,89,"True",17.1,17.1
1454499584346,"3 Feb 2016 13:39:44","P01","Thumb","M","Cold","B01",616,23,135,945,1691,937,1606,"True",17.15,17.15
1454499584785,"3 Feb 2016 13:39:44","P01","Thumb","M","Cold","B01",439,14,135,675,1076,726.294983,1115.295044,"True",17.15,17.15
1454499585237,"3 Feb 2016 13:39:45","P01","Thumb","M","Cold","B01",450,11,135,945,768,943.413147,804.117371,"True",17.15,17.15
1454499585766,"3 Feb 2016 13:39:45","P01","Thumb","M","Cold","B01",528,12,135,135,1076,231,1109,"True",17.15,17.15
1454499586425,"3 Feb 2016 13:39:46","P01","Thumb","M","Cold","B01",659,20,135,135,1691,196,1590,"True",17.05,17.05
1454499587064,"3 Feb 2016 13:39:47","P01","Thumb","M","Cold","B01",638,2,135,675,153,723,252,"True",17.1,17.1
1454499587736,"3 Feb 2016 13:39:47","P01","Thumb","M","Cold","B01",671,20,135,135,1691,242,1649,"True",17.1,17.1
1454499588177,"3 Feb 2016 13:39:48","P01","Thumb","M","Cold","B01",440,10,135,675,768,705,788,"True",17,17
1454499588727,"3 Feb 2016 13:39:48","P01","Thumb","M","Cold","B01",550,22,135,675,1691,658,1605,"True",17,17
1454499589221,"3 Feb 2016 13:39:49","P01","Thumb","M","Cold","B01",494,6,135,675,461,689,562.692871,"True",16.9,16.9
1454499589761,"3 Feb 2016 13:39:49","P01","Thumb","M","Cold","B01",538,21,135,405,1691,459,1643,"True",16.9,16.9
1454499590423,"3 Feb 2016 13:39:50","P01","Thumb","M","Cold","B01",662,21,135,405,1691,445,1719.638184,"True",16.9,16.9
1454499591071,"3 Feb 2016 13:39:51","P01","Thumb","M","Cold","B01",647,20,135,135,1691,192,1654,"True",16.9,16.9
1454499591885,"3 Feb 2016 13:39:51","P01","Thumb","M","Cold","B01",814,0,135,135,153,178,124,"True",16.9,16.9
1454499592402,"3 Feb 2016 13:39:52","P01","Thumb","M","Cold","B01",517,13,135,405,1076,513,1127,"True",16.9,16.9
1454499592942,"3 Feb 2016 13:39:52","P01","Thumb","M","Cold","B01",540,3,135,945,153,986.850525,149.85051,"True",16.9,16.9
1454499593558,"3 Feb 2016 13:39:53","P01","Thumb","M","Cold","B01",616,23,135,945,1691,934,1631.174805,"True",16.95,16.95
1454499594009,"3 Feb 2016 13:39:54","P01","Thumb","M","Cold","B01",451,18,135,675,1383,676.885315,1370.885254,"True",16.9,16.9
1454499594626,"3 Feb 2016 13:39:54","P01","Thumb","M","Cold","B01",616,2,135,675,153,618.750061,105,"True",16.9,16.9
1454499595099,"3 Feb 2016 13:39:55","P01","Thumb","M","Cold","B01",473,10,135,675,768,706,806,"True",16.95,16.95
1454499595693,"3 Feb 2016 13:39:55","P01","Thumb","M","Cold","B01",593,4,135,135,461,229.806686,461.89917,"True",16.95,16.95
1454499596255,"3 Feb 2016 13:39:56","P01","Thumb","M","Cold","B01",562,18,135,675,1383,784,1416,"True",17,17
1454499596816,"3 Feb 2016 13:39:56","P01","Thumb","M","Cold","B01",560,19,135,945,1383,942,1342,"True",17,17
1454499597279,"3 Feb 2016 13:39:57","P01","Thumb","M","Cold","B01",463,14,135,675,1076,659,1067.975098,"True",17,17
1454499597786,"3 Feb 2016 13:39:57","P01","Thumb","M","Cold","B01",505,9,135,405,768,418,705,"True",17,17
1454499598567,"3 Feb 2016 13:39:58","P01","Thumb","M","Cold","B01",780,20,135,135,1691,184,1645,"True",16.95,16.95
1454499599338,"3 Feb 2016 13:39:59","P01","Thumb","M","Cold","B01",771,20,135,135,1691,171,1717,"True",16.95,16.95
1454499599900,"3 Feb 2016 13:39:59","P01","Thumb","M","Cold","B01",562,15,135,945,1076,957,1084,"True",16.95,16.95
1454499600559,"3 Feb 2016 13:40:00","P01","Thumb","M","Cold","B01",659,1,135,405,153,408,205,"True",16.95,16.95
1454499601132,"3 Feb 2016 13:40:01","P01","Thumb","M","Cold","B01",573,12,135,135,1076,174.168137,1099.831909,"True",16.95,16.95
1454499601770,"3 Feb 2016 13:40:01","P01","Thumb","M","Cold","B01",638,3,135,945,153,950,159,"True",16.95,16.95
1454499602332,"3 Feb 2016 13:40:02","P01","Thumb","M","Cold","B01",562,21,135,405,1691,407.187195,1576.748779,"True",16.95,16.95
1454499602881,"3 Feb 2016 13:40:02","P01","Thumb","M","Cold","B01",549,8,135,135,768,221.307587,768.538635,"True",16.95,16.95
1454499603630,"3 Feb 2016 13:40:03","P01","Thumb","M","Cold","B01",748,20,135,135,1691,179.393158,1656.606812,"True",16.85,16.85
1454499604093,"3 Feb 2016 13:40:04","P01","Thumb","M","Cold","B01",462,11,135,945,768,913,787,"True",16.8,16.8
1454499604555,"3 Feb 2016 13:40:04","P01","Thumb","M","Cold","B01",461,15,135,945,1076,897,1061,"True",16.8,16.8
1454499605116,"3 Feb 2016 13:40:05","P01","Thumb","M","Cold","B01",561,12,135,135,1076,160.175308,1112.608276,"True",16.8,16.8
1454499605634,"3 Feb 2016 13:40:05","P01","Thumb","M","Cold","B01",518,17,135,405,1383,437.305939,1313.14917,"True",16.8,16.8
1454499606261,"3 Feb 2016 13:40:06","P01","Thumb","M","Cold","B01",625,21,135,405,1691,435,1685,"True",16.8,16.8
1454499606757,"3 Feb 2016 13:40:06","P01","Thumb","M","Cold","B01",495,15,135,945,1076,977,1042,"True",16.8,16.8
1454499607252,"3 Feb 2016 13:40:07","P01","Thumb","M","Cold","B01",495,19,135,945,1383,943,1389.643921,"True",16.8,16.8
1454499607726,"3 Feb 2016 13:40:07","P01","Thumb","M","Cold","B01",472,10,135,675,768,652,765,"True",16.8,16.8
1454499608398,"3 Feb 2016 13:40:08","P01","Thumb","M","Cold","B01",672,20,135,135,1691,216,1682,"True",16.85,16.85
1454499609134,"3 Feb 2016 13:40:09","P01","Thumb","M","Cold","B01",736,0,135,135,153,223,139,"True",16.85,16.85
1454499609707,"3 Feb 2016 13:40:09","P01","Thumb","M","Cold","B01",572,4,135,135,461,191.102402,438.897583,"True",16.85,16.85
1454499610301,"3 Feb 2016 13:40:10","P01","Thumb","M","Cold","B01",594,12,135,135,1076,230,1047,"True",16.9,16.9
1454499610830,"3 Feb 2016 13:40:10","P01","Thumb","M","Cold","B01",528,1,135,405,153,439,202,"True",16.9,16.9
1454499611347,"3 Feb 2016 13:40:11","P01","Thumb","M","Cold","B01",516,8,135,135,768,201,803,"True",16.9,16.9
1454499612007,"3 Feb 2016 13:40:12","P01","Thumb","M","Cold","B01",660,21,135,405,1691,435.812378,1682.812378,"True",16.8,16.8
1454499612525,"3 Feb 2016 13:40:12","P01","Thumb","M","Cold","B01",517,10,135,675,768,778.767944,781.410706,"True",16.8,16.8
1454499613075,"3 Feb 2016 13:40:13","P01","Thumb","M","Cold","B01",550,5,135,405,461,424.800751,533,"True",16.8,16.8
1454499613604,"3 Feb 2016 13:40:13","P01","Thumb","M","Cold","B01",527,15,135,945,1076,891,993,"True",16.8,16.8
1454499614275,"3 Feb 2016 13:40:14","P01","Thumb","M","Cold","B01",671,20,135,135,1691,159.096375,1657,"True",16.8,16.8
1454499614869,"3 Feb 2016 13:40:14","P01","Thumb","M","Cold","B01",593,1,135,405,153,454,142,"True",16.8,16.8
1454499615331,"3 Feb 2016 13:40:15","P01","Thumb","M","Cold","B01",462,14,135,675,1076,669,1102,"True",16.85,16.85
1454499615805,"3 Feb 2016 13:40:15","P01","Thumb","M","Cold","B01",473,9,135,405,768,441,811,"True",16.85,16.85
1454499616466,"3 Feb 2016 13:40:16","P01","Thumb","M","Cold","B01",660,21,135,405,1691,404,1708,"True",16.85,16.85
1454499616950,"3 Feb 2016 13:40:16","P01","Thumb","M","Cold","B01",484,14,135,675,1076,741,1030,"True",16.85,16.85
1454499617490,"3 Feb 2016 13:40:17","P01","Thumb","M","Cold","B01",538,4,135,135,461,197,520,"True",16.8,16.8
1454499618051,"3 Feb 2016 13:40:18","P01","Thumb","M","Cold","B01",561,12,135,135,1076,190,1031,"True",16.8,16.8
1454499618624,"3 Feb 2016 13:40:18","P01","Thumb","M","Cold","B01",573,16,135,135,1383,204,1369,"True",16.8,16.8
1454499837882,"3 Feb 2016 13:43:57","P01","Thumb","M","Cold","B02",760,6,135,675,461,686,463,"True",11.7,11.7
1454499838434,"3 Feb 2016 13:43:58","P01","Thumb","M","Cold","B02",552,4,135,135,461,229,475,"True",11.6,11.6
1454499838987,"3 Feb 2016 13:43:58","P01","Thumb","M","Cold","B02",552,18,135,675,1383,731,1404,"True",11.6,11.6
1454499839571,"3 Feb 2016 13:43:59","P01","Thumb","M","Cold","B02",583,20,135,135,1691,183,1630,"True",11.45,11.45
1454499840021,"3 Feb 2016 13:44:00","P01","Thumb","M","Cold","B02",450,6,135,675,461,660,471,"True",11.45,11.45
1454499840651,"3 Feb 2016 13:44:00","P01","Thumb","M","Cold","B02",629,20,135,135,1691,141.814255,1658.542847,"True",11.45,11.45
1454499841092,"3 Feb 2016 13:44:01","P01","Thumb","M","Cold","B02",441,9,135,405,768,370,776,"True",11.45,11.45
1454499841588,"3 Feb 2016 13:44:01","P01","Thumb","M","Cold","B02",496,17,135,405,1383,425.531982,1406.468018,"True",11.45,11.45
1454499842030,"3 Feb 2016 13:44:02","P01","Thumb","M","Cold","B02",440,5,135,405,461,424,499,"True",11.6,11.6
1454499842603,"3 Feb 2016 13:44:02","P01","Thumb","M","Cold","B02",573,11,135,945,768,939,751,"True",11.6,11.6
1454499843046,"3 Feb 2016 13:44:03","P01","Thumb","M","Cold","B02",443,17,135,405,1383,391.510773,1393,"True",11.6,11.6
1454499843574,"3 Feb 2016 13:44:03","P01","Thumb","M","Cold","B02",528,21,135,405,1691,398,1653,"True",11.6,11.6
1454499843971,"3 Feb 2016 13:44:03","P01","Thumb","M","Cold","B02",397,10,135,675,768,661,822,"True",11.6,11.6
1454499844402,"3 Feb 2016 13:44:04","P01","Thumb","M","Cold","B02",431,7,135,945,461,941,464,"True",11.6,11.6
1454499844788,"3 Feb 2016 13:44:04","P01","Thumb","M","Cold","B02",385,6,135,675,461,621,502,"True",11.6,11.6
1454499845307,"3 Feb 2016 13:44:05","P01","Thumb","M","Cold","B02",518,1,135,405,153,413,196,"True",11.6,11.6
1454499845848,"3 Feb 2016 13:44:05","P01","Thumb","M","Cold","B02",541,19,135,945,1383,897,1404,"True",11.6,11.6
1454499846389,"3 Feb 2016 13:44:06","P01","Thumb","M","Cold","B02",541,19,135,945,1383,955,1362,"True",11.65,11.65
1454499847721,"3 Feb 2016 13:44:07","P01","Thumb","M","Cold","B02",1332,1,135,405,153,448,196,"True",11.6,11.6
1454499848472,"3 Feb 2016 13:44:08","P01","Thumb","M","Cold","B02",750,1,135,405,153,444,203,"True",11.65,11.65
1454499849411,"3 Feb 2016 13:44:09","P01","Thumb","M","Cold","B02",939,20,135,135,1691,101.963852,1624.392822,"True",11.85,11.85
1454499850051,"3 Feb 2016 13:44:10","P01","Thumb","M","Cold","B02",640,6,135,675,461,686,502,"True",11.8,11.8
1454499850613,"3 Feb 2016 13:44:10","P01","Thumb","M","Cold","B02",562,4,135,135,461,177,476,"True",11.8,11.8
1454499851209,"3 Feb 2016 13:44:11","P01","Thumb","M","Cold","B02",595,19,135,945,1383,944,1385,"True",11.75,11.75
1454499851706,"3 Feb 2016 13:44:11","P01","Thumb","M","Cold","B02",497,6,135,675,461,666,469,"True",11.75,11.75
1454499852357,"3 Feb 2016 13:44:12","P01","Thumb","M","Cold","B02",651,0,135,135,153,216,158,"True",11.75,11.75
1454499852941,"3 Feb 2016 13:44:12","P01","Thumb","M","Cold","B02",583,15,135,945,1076,898,1105.994629,"True",11.75,11.75
1454499853483,"3 Feb 2016 13:44:13","P01","Thumb","M","Cold","B02",541,22,135,675,1691,687,1658,"True",11.75,11.75
1454499853859,"3 Feb 2016 13:44:13","P01","Thumb","M","Cold","B02",376,14,135,675,1076,666.718262,1046.031006,"True",11.75,11.75
1454499854300,"3 Feb 2016 13:44:14","P01","Thumb","M","Cold","B02",439,13,135,405,1076,469,1127,"True",11.8,11.8
1454499854840,"3 Feb 2016 13:44:14","P01","Thumb","M","Cold","B02",540,15,135,945,1076,946,1102,"True",11.8,11.8
1454499855369,"3 Feb 2016 13:44:15","P01","Thumb","M","Cold","B02",529,15,135,945,1076,955,1091,"True",11.75,11.75
1454499856107,"3 Feb 2016 13:44:16","P01","Thumb","M","Cold","B02",738,0,135,135,153,198,164,"True",11.9,11.9
1454499856747,"3 Feb 2016 13:44:16","P01","Thumb","M","Cold","B02",640,16,135,135,1383,211,1420,"True",11.9,11.9
1454499857355,"3 Feb 2016 13:44:17","P01","Thumb","M","Cold","B02",607,22,135,675,1691,707.854248,1650.562866,"True",11.9,11.9
1454499857895,"3 Feb 2016 13:44:17","P01","Thumb","M","Cold","B02",539,18,135,675,1383,694,1354,"True",11.9,11.9
1454499858325,"3 Feb 2016 13:44:18","P01","Thumb","M","Cold","B02",430,14,135,675,1076,695.414917,1090.20752,"True",11.95,11.95
1454499858745,"3 Feb 2016 13:44:18","P01","Thumb","M","Cold","B02",419,18,135,675,1383,716,1373.97229,"True",11.95,11.95
1454499859186,"3 Feb 2016 13:44:19","P01","Thumb","M","Cold","B02",440,13,135,405,1076,443,1057,"True",11.9,11.9
1454499859659,"3 Feb 2016 13:44:19","P01","Thumb","M","Cold","B02",473,17,135,405,1383,440.869598,1402.557983,"True",11.9,11.9
1454499860234,"3 Feb 2016 13:44:20","P01","Thumb","M","Cold","B02",575,21,135,405,1691,417,1653,"True",11.95,11.95
1454499860852,"3 Feb 2016 13:44:20","P01","Thumb","M","Cold","B02",617,1,135,405,153,448.582031,121.970047,"True",11.95,11.95
1454499861493,"3 Feb 2016 13:44:21","P01","Thumb","M","Cold","B02",640,20,135,135,1691,191,1672,"True",12,12
1454499862110,"3 Feb 2016 13:44:22","P01","Thumb","M","Cold","B02",616,23,135,945,1691,999,1675,"True",12.05,12.05
1454499862618,"3 Feb 2016 13:44:22","P01","Thumb","M","Cold","B02",507,10,135,675,768,660,847,"True",12.05,12.05
1454499863082,"3 Feb 2016 13:44:23","P01","Thumb","M","Cold","B02",464,10,135,675,768,690,761,"True",12.05,12.05
1454499863611,"3 Feb 2016 13:44:23","P01","Thumb","M","Cold","B02",529,6,135,675,461,634,520,"True",12.05,12.05
1454499864163,"3 Feb 2016 13:44:24","P01","Thumb","M","Cold","B02",552,12,135,135,1076,200,1116,"True",12.05,12.05
1454499864858,"3 Feb 2016 13:44:24","P01","Thumb","M","Cold","B02",695,0,135,135,153,208.437561,131.270844,"True",12.05,12.05
1454499865387,"3 Feb 2016 13:44:25","P01","Thumb","M","Cold","B02",528,18,135,675,1383,733,1417,"True",12.1,12.1
1454499865795,"3 Feb 2016 13:44:25","P01","Thumb","M","Cold","B02",408,18,135,675,1383,711,1367,"True",12.1,12.1
1454499866370,"3 Feb 2016 13:44:26","P01","Thumb","M","Cold","B02",573,6,135,675,461,647,473,"True",11.95,11.95
1454499866931,"3 Feb 2016 13:44:26","P01","Thumb","M","Cold","B02",561,10,135,675,768,715.200134,728.999939,"True",11.95,11.95
1454499867296,"3 Feb 2016 13:44:27","P01","Thumb","M","Cold","B02",364,10,135,675,768,685,805,"True",11.9,11.9
1454499867868,"3 Feb 2016 13:44:27","P01","Thumb","M","Cold","B02",573,23,135,945,1691,903.747803,1677,"True",11.9,11.9
1454499868388,"3 Feb 2016 13:44:28","P01","Thumb","M","Cold","B02",518,21,135,405,1691,464.883636,1687.883667,"True",11.95,11.95
1454499869480,"3 Feb 2016 13:44:29","P01","Thumb","M","Cold","B02",1091,23,135,945,1691,936,1682,"True",11.95,11.95
1454499870032,"3 Feb 2016 13:44:30","P01","Thumb","M","Cold","B02",552,10,135,675,768,621,810,"True",12,12
1454499870506,"3 Feb 2016 13:44:30","P01","Thumb","M","Cold","B02",473,10,135,675,768,681,795,"True",12,12
1454499871256,"3 Feb 2016 13:44:31","P01","Thumb","M","Cold","B02",750,0,135,135,153,223,132,"True",12.05,12.05
1454499871841,"3 Feb 2016 13:44:31","P01","Thumb","M","Cold","B02",584,2,135,675,153,688,177,"True",12.05,12.05
1454499872546,"3 Feb 2016 13:44:32","P01","Thumb","M","Cold","B02",705,20,135,135,1691,173,1631,"True",12.15,12.15
1454499873120,"3 Feb 2016 13:44:33","P01","Thumb","M","Cold","B02",574,22,135,675,1691,730.653625,1653.480469,"True",12.05,12.05
1454499873650,"3 Feb 2016 13:44:33","P01","Thumb","M","Cold","B02",530,13,135,405,1076,492,1072,"True",12.05,12.05
1454499874279,"3 Feb 2016 13:44:34","P01","Thumb","M","Cold","B02",628,22,135,675,1691,667,1636,"True",11.95,11.95
1454499874953,"3 Feb 2016 13:44:34","P01","Thumb","M","Cold","B02",673,1,135,405,153,420,171,"True",11.95,11.95
1454499875504,"3 Feb 2016 13:44:35","P01","Thumb","M","Cold","B02",552,8,135,135,768,217,739,"True",11.95,11.95
1454499876155,"3 Feb 2016 13:44:36","P01","Thumb","M","Cold","B02",651,0,135,135,153,197,161,"True",11.95,11.95
1454499876698,"3 Feb 2016 13:44:36","P01","Thumb","M","Cold","B02",543,5,135,405,461,463,451.71698,"True",11.95,11.95
1454499877237,"3 Feb 2016 13:44:37","P01","Thumb","M","Cold","B02",538,8,135,135,768,226,769,"True",11.95,11.95
1454499877746,"3 Feb 2016 13:44:37","P01","Thumb","M","Cold","B02",508,12,135,135,1076,204,1087,"True",11.95,11.95
1454499878351,"3 Feb 2016 13:44:38","P01","Thumb","M","Cold","B02",606,21,135,405,1691,411,1646.5,"True",11.9,11.9
1454499878882,"3 Feb 2016 13:44:38","P01","Thumb","M","Cold","B02",530,5,135,405,461,391,497,"True",11.9,11.9
1454499879345,"3 Feb 2016 13:44:39","P01","Thumb","M","Cold","B02",463,9,135,405,768,472,802.5,"True",11.9,11.9
1454499879830,"3 Feb 2016 13:44:39","P01","Thumb","M","Cold","B02",484,15,135,945,1076,881,1062,"True",11.9,11.9
1454499880292,"3 Feb 2016 13:44:40","P01","Thumb","M","Cold","B02",462,9,135,405,768,392.439941,720.240173,"True",11.9,11.9
1454499880823,"3 Feb 2016 13:44:40","P01","Thumb","M","Cold","B02",530,8,135,135,768,179,843,"True",11.9,11.9
1454499881277,"3 Feb 2016 13:44:41","P01","Thumb","M","Cold","B02",452,14,135,675,1076,730,1089,"True",11.9,11.9
